SeriesInstanceUID,Manufacturer,Split
1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.207544473852086582434957174616,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.802846969823720586279982179144,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.149594025507110912206042203576,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.205615524269596458818376243313,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.326084450802794941185111945926,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.799582546798528864710752164515,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.135792297492008425859352725148,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.620476670380256054392660616754,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.141174904898798023569427533813,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.242008481133355578039985255654,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.268030488196493755113553009785,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.206200456333833579428083808192,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.741173887596751104298730976972,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.948571344159440282864365970915,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.276831325040358815613434606380,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.638926179252009401630131318338,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.306558074682524259000586270818,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259737874318594997287940213435,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.504324996863016748259361352296,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.110499927630654433643791451680,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.331136451298749863730308327406,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.346115813056769250958550383763,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.314519596680450457855054746285,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.118924792893665851774878880764,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.292049618819567427252971059233,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.300724599751226863091983308838,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.226813447046845316215094488309,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.335799017122466251265955525941,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.224259636925435364427994488842,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.321465552859463184018938648244,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.230416590143922549745658357505,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.190937805243443708408459490152,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.969607480572818589276327766720,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.140642535005388188316143069436,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.211071908915618528829547301883,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.132435134414676494105851714351,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.145600217263993824806929968211,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.206310993373699650907461884037,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.793644252453691436883431768064,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.200783211179294046901893379828,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.526570782606728516388531252230,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.202476538079060560282495099956,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.501205984478455794251416553685,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.710845873679853791427022019413,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.180720061816899490466115851736,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.271181474656996637903928248007,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.235217371152464582553341729176,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.139577698050713461261415990027,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.273509906901630724765262021367,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.255233548387770235844350895151,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.330043769832606379655473292782,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.292287048883545067541391539652,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.230078008964732806419498631442,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.725236073737175770730904408416,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.270788655216695628640355888562,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.965620538050807352935663552285,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.306788423710427765311352901943,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.275849601663847251574860892603,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.447468612991222399440694673357,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.671278273674156798801285503514,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.272259794130271010519952623746,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.179683407589764683292800449011,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.131150737314367975651717513386,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.331079701650130000691651987949,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.268589491017129166376960414534,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.216526102138308489357443843021,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.743969234977916254223533321294,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.323132750133803288886848693067,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.404457313935200882843898832756,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.245546033414728092794968890929,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.306520140119968755187868602181,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.228049788831266512062175089637,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.186809786614942675852829709376,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.255409701134762680010928250229,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.201890795870532056891161597218,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.198489333332254008035861390326,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.229171189693734694696158152904,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.286627485198831346082954437212,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.776800177074349870648765614630,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.927394449308471452920270961822,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.210353683590129128335470610043,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.550599855064600241623943717588,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.855232435861303786204450738044,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.686768766518862600747989429768,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.120301525825493211649827266081,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.266581250778073944645044950856,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.309564220265302089123180126785,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.230180665627287711381156820813,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.220041426531925632952954881401,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.765459236550358748053283544075,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.881807066375601978080868510714,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.336102335330125765000317290445,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.145283812746259413053188838096,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.281967919138248195763602360723,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.218225745759901171776512645078,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.229960820686439513664996214638,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.281254424459536762125243157973,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.314917368146772872954571551463,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.164790817284381538042494285101,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.156181515927698299507377083373,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.191034085672515521659942406513,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.275124131364875117499826877835,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.163931625580639955914619627409,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.274231544628870369798516818358,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.231939547329414331267567352432,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.334022941831199910030220864961,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.309955814083231537823157605135,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.707218743153927597786179232739,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,1,test
