Test,Method,Metric,mu,learning_rate,tau,server_learning_rate,beta1,beta2,optimizer_class,deterministic_cycle
client_test_0,FedAvg500,0.7821229050279329,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAvg500,0.7954545454545454,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAvg500,0.7037037037037037,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAvg500,0.5208333333333334,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAvg500,1.0,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAvg500,1.0,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAvg500,0.7926739926739926,,0.0316227766016837,,,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4259259259259259,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.723404255319149,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7157509157509158,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4259259259259259,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7157509157509158,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4259259259259259,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.723404255319149,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7157509157509158,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4259259259259259,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7157509157509158,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4444444444444444,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7186813186813187,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4444444444444444,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7186813186813187,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8994413407821229,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4722222222222222,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6041666666666666,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7362637362637363,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8994413407821229,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4814814814814814,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6041666666666666,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.736996336996337,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8770949720670391,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.6136363636363636,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.5555555555555556,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5208333333333334,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.8723404255319149,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7860805860805861,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8491620111731844,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.6590909090909091,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.5740740740740741,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.5208333333333334,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.8723404255319149,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7879120879120879,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4259259259259259,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.723404255319149,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7157509157509158,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4259259259259259,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7157509157509158,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4444444444444444,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7186813186813187,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4351851851851852,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7168498168498169,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8966480446927374,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4722222222222222,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6041666666666666,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7347985347985349,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8938547486033519,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4722222222222222,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6041666666666666,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7307692307692307,,0.0001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.88268156424581,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.6136363636363636,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.5555555555555556,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5416666666666666,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.8723404255319149,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7860805860805861,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.88268156424581,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.6136363636363636,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.5555555555555556,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.5416666666666666,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.8723404255319149,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7857142857142857,,0.0001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8212290502793296,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.7272727272727273,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.6203703703703703,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.8936170212765957,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7857142857142857,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.6368715083798883,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.8636363636363636,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.7222222222222222,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.3958333333333333,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,1.0,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,0.6666666666666666,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7289377289377289,,0.0001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4351851851851852,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.723404255319149,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7161172161172161,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4259259259259259,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7157509157509158,,0.001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8966480446927374,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4722222222222222,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7271062271062271,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8938547486033519,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4444444444444444,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7208791208791209,,0.001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8966480446927374,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5909090909090909,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.5370370370370371,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5625,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.8085106382978723,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7717948717948718,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8994413407821229,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.5,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.5833333333333334,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7454212454212454,,0.001,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8156424581005587,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.75,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.6203703703703703,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.8936170212765957,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7853479853479853,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8044692737430168,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.7727272727272727,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.6388888888888888,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.4791666666666667,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.9148936170212766,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7772893772893773,,0.001,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.5139664804469274,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.1590909090909091,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.25,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.7291666666666666,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.0212765957446808,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,0.3333333333333333,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.3575091575091575,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.6089385474860335,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.8863636363636364,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.7592592592592593,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.375,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.9787234042553192,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,0.6666666666666666,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7227106227106227,,0.001,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8910614525139665,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4351851851851852,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.723404255319149,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7168498168498169,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4351851851851852,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7161172161172161,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8966480446927374,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4722222222222222,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6041666666666666,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7311355311355311,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8966480446927374,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4444444444444444,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7245421245421245,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.7988826815642458,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.7727272727272727,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.6759259259259259,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5208333333333334,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.9361702127659576,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7926739926739926,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.7374301675977654,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.8181818181818182,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
